request_id,session_id,agent_id,tier,backend_id,ttft_ms,e2e_ms,input_tokens,output_tokens,affinity_hit,status_code,timestamp_iso,profile
r42,s42,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r43,s43,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r44,s44,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r45,s45,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r46,s46,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r47,s47,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r48,s48,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r49,s49,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r50,s50,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r51,s51,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r52,s52,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r53,s53,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r54,s54,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r55,s55,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r56,s56,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r57,s57,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r58,s58,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r59,s59,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r60,s60,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r61,s61,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r62,s62,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r63,s63,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r64,s64,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r65,s65,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r66,s66,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r67,s67,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r68,s68,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r69,s69,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r70,s70,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r71,s71,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r72,s72,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r73,s73,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r74,s74,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r75,s75,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r76,s76,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r77,s77,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r78,s78,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r79,s79,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r80,s80,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r81,s81,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r82,s82,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r83,s83,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r84,s84,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r85,s85,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r86,s86,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r87,s87,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r88,s88,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r89,s89,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r90,s90,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r91,s91,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r92,s92,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r93,s93,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r94,s94,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r95,s95,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r96,s96,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
r97,s97,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r98,s98,a1,small,small-0,80,200,150,75,True,200,2024-01-01T00:00:00Z,mixed
r99,s99,a1,big,big-0,200,500,150,75,True,200,2024-01-01T00:00:00Z,mixed
