request_id,session_id,agent_id,tier,backend_id,ttft_ms,e2e_ms,input_tokens,output_tokens,affinity_hit,status_code,timestamp_iso,profile
r1,s1,a1,small,small-0,151.4438993052743,508.0892375175292,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,151.07698401144498,421.787426206953,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,161.95552694577353,377.9355311682152,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,164.39890860300025,379.51912015131825,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,177.7039662071629,440.15904113789946,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,205.668629336955,454.04202567655176,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,187.31378980865497,374.8368014141318,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,157.55721312956268,456.15728270070514,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,194.91441836742098,355.9542030989518,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,179.81239359617646,469.56770069079585,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,190.6709239147626,475.619275903936,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,161.04142370207896,413.91751747909206,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,135.0364056431456,449.7711382451485,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,156.16606462009378,541.013366903982,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,147.77950344030305,456.01959226025565,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,128.61997160648542,420.2268710836911,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,165.22295760182197,481.1980006259753,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,188.962033736562,437.79259118353656,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,137.6551024187823,462.892519974577,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,170.33974196827586,464.58291714191347,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,145.99424601650534,496.6692198793444,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,161.7579182180903,474.9912310857993,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,185.48146480188896,470.46361602829256,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,165.7303205596354,547.6397617550263,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,164.874060819443,425.2017883613959,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,162.2393407516606,514.1384334218567,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,162.374249737736,465.9688827569606,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,183.91462880664326,414.3570694886585,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,125.46860461492709,454.97115761082205,100,50,True,200,2024-01-01T00:00:00Z,saturation
